asset_id	canonical_name	aliases	development_codes	modality	adc_scope	target	company	highest_stage	development_status	nct_ids	first_seen	last_seen	sources	source_count	evidence_ids	catalog_status
NAR_DRG0SGCAF	BG-C477			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1	NCT06596473			nar_reference; conference_abstract_corpus	2	DRG0SGCAF; ADC_SUFFIX_7d805c66026e	MULTISOURCE_CONFIRMED
NAR_DRG0SGUGL	Ispectamab debotansine	Anti-BCMA antibody drug conjugate; BMS-986352; BMS-986352, CC-99712, SP8919; CC 99712; CC-99712; Ispectamab debotansine; SP8919		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	Sutro Biopharma, Inc; Celgene Corp; Bristol Myers Squibb Co	Phase1	Phase 1 (Terminated)				nar_reference; clinicaltrials	2	DRG0SGUGL; ADC_SUFFIX_2f09e2d05628	MULTISOURCE_CONFIRMED
NAR_DRG0SGXZO	huHEA125-amanitin4	huHEA125 Amanitin4			REFERENCE_UNCLASSIFIED	Epithelial cell adhesion molecule (EPCAM)	Heidelberg Pharma AG	Investigative	Investigative				nar_reference	1	DRG0SGXZO	REFERENCE_CONFIRMED
NAR_DRG0SHGPV	PF-06647263	Anti-EFNA4-ADC; Anti-EFNA4-monoclonal-antibody-calicheamicin-conjugate; PF 6647263; PF-06647263; PF06647263; PF-0667263; PF 0667263; PF0667263			REFERENCE_UNCLASSIFIED	Ephrin-A4 (EFNA4)	Pfizer Inc	Phase1	Phase 1 (Terminated)	NCT02078752			nar_reference	1	DRG0SHGPV	REFERENCE_CONFIRMED
NAR_DRG0SHZAQ	BCG034				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07503808			nar_reference	1	DRG0SHZAQ	REFERENCE_CONFIRMED
NAR_DRG0SIMLV	ESG-401	ESG 401; ESG-401; Humanized anti-Trop2-SN38 antibody conjugate; Humanized mAb anti-TROP-2 program; STI- 3258; STI-3258		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tumor-associated calcium signal transducer 2 (TROP2)	Shanghai Escugen Biotechnology	Phase3	Phase 3	NCT04892342			nar_reference; conference_abstract_corpus; europe_pmc; clinicaltrials	4	DRG0SIMLV; ADC_SUFFIX_6c1f969838cc; ADC_SUFFIX_523f9bfb53dc	MULTISOURCE_CONFIRMED
NAR_DRG0SIURJ	CPO-204	CPO 204; CPO-204; CPO204			REFERENCE_UNCLASSIFIED	Undisclosed	CSPC Pharmaceutical Group Ltd	Phase1	Phase 1				nar_reference	1	DRG0SIURJ	REFERENCE_CONFIRMED
NAR_DRG0SJVKP	<sup>111</sup>In-DTPA-D2B-DAR2-MMAE				REFERENCE_UNCLASSIFIED			Investigative	Investigative				nar_reference	1	DRG0SJVKP	REFERENCE_CONFIRMED
NAR_DRG0SLLFJ	BCG022	BCG 022; BCG-022			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-3 (ERBB3); Hepatocyte growth factor receptor (MET)	Biocytogen Pharmaceuticals (Beijing) Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0SLLFJ	REFERENCE_CONFIRMED
NAR_DRG0SMAPS	PF-08052667				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07206225			nar_reference	1	DRG0SMAPS	REFERENCE_CONFIRMED
NAR_DRG0SMTQN	MG2002A				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0SMTQN	REFERENCE_CONFIRMED
NAR_DRG0SNPYJ	PBX-001	PBX 001; PBX001			REFERENCE_UNCLASSIFIED	Tumor-associated calcium signal transducer 2 (TROP2)	Pinotbio	Investigative	Investigative				nar_reference	1	DRG0SNPYJ	REFERENCE_CONFIRMED
NAR_DRG0SNURI	OBI-999	Globo H ADC; OBI 999; OBI-999; OBI999		PRESUMED_STRICT_ADC	PRESUMED_ADC	Globo H (globotriaosylceramide)	OBI Pharma, Inc	Phase2	Phase 1/2 (Terminated)	NCT04084366			nar_reference; conference_abstract_corpus; europe_pmc; pubmed	4	DRG0SNURI; ADC_SUFFIX_e11962996d04	MULTISOURCE_CONFIRMED
NAR_DRG0SPYZJ	TST013	TST 013; TST-013			REFERENCE_UNCLASSIFIED	Undisclosed	TST-013 Mabspace Biosciences Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0SPYZJ	REFERENCE_CONFIRMED
NAR_DRG0SQAHG	Septuximab vedotin	Septuximab vedotin			REFERENCE_UNCLASSIFIED	Frizzled-7 (FZD7)	University of California San Diego	Investigative	Investigative				nar_reference	1	DRG0SQAHG	REFERENCE_CONFIRMED
NAR_DRG0SQAQX	AMB-101	AMB101; AMB 101; AMB-101 (AmMax Bio)			REFERENCE_UNCLASSIFIED	Undisclosed	AmMax Bio, Inc	Investigative	Investigative				nar_reference	1	DRG0SQAQX	REFERENCE_CONFIRMED
NAR_DRG0SQXAL	ARX-517	ARX 517; ARX-517; ARX517		PRESUMED_STRICT_ADC	PRESUMED_ADC	Glutamate carboxypeptidase 2 (FOLH1)	Ambrx, Inc	Phase1	Phase 1	NCT04662580			nar_reference; conference_abstract_corpus; europe_pmc	3	DRG0SQXAL; ADC_SUFFIX_b5822fbfdc71	MULTISOURCE_CONFIRMED
NAR_DRG0SSFSR	DM001	DM 001; DM-001; DM001		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tumor-associated calcium signal transducer 2 (TROP2); Epidermal growth factor receptor (EGFR)	Xadcera Biopharmaceutical (Suzhou) Co., Ltd; Biocytogen Pharmaceuticals (Beijing) Co., Ltd	Phase1	Phase 1				nar_reference; conference_abstract_corpus	2	DRG0SSFSR; ADC_SUFFIX_662d1b927043	MULTISOURCE_CONFIRMED
NAR_DRG0SSTBB	HS-20108				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06936735			nar_reference	1	DRG0SSTBB	REFERENCE_CONFIRMED
NAR_DRG0STCNY	OX-002	OX 002; OX002			REFERENCE_UNCLASSIFIED	Lymphocyte antigen 75 (LY75)	Oxford BioTherapeutics Ltd	Investigative	Investigative				nar_reference	1	DRG0STCNY	REFERENCE_CONFIRMED
NAR_DRG0SURHR	PF-08046031				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06799533			nar_reference	1	DRG0SURHR	REFERENCE_CONFIRMED
NAR_DRG0SUYIT	G-100				REFERENCE_UNCLASSIFIED			Investigative	Investigative				nar_reference	1	DRG0SUYIT	REFERENCE_CONFIRMED
NAR_DRG0SVXYY	RC-188	RC188; RC 188			REFERENCE_UNCLASSIFIED	Undisclosed	RemeGen Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0SVXYY	REFERENCE_CONFIRMED
NAR_DRG0SWCOG	ADC2122				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT05423977			nar_reference	1	DRG0SWCOG	REFERENCE_CONFIRMED
NAR_DRG0SXFSY	Inotuzumab ozogamicin	CMC-544; PF-05208773; PF-5208773; WAY-207294; INO		STRICT_ADC	STRICT_ADC	B-cell receptor CD22 (CD22)	Pfizer Inc; Wyeth Pharmaceuticals LLC	Approved	Approved (FDA): Aug, 2017	NCT00073749; NCT00299494; NCT00717925; NCT00724971; NCT01134575; NCT01535989; NCT01564784; NCT02981628			nar_reference; configs/known_adc_assets.yaml; clinicaltrials	3	DRG0SXFSY; ADC_CANDIDATE_INOTUZUMAB_OZOGAMICIN	MULTISOURCE_CONFIRMED
NAR_DRG0SYLKC	B7H3-MMAE	B7H3MMAE; B7H3 MMAE			REFERENCE_UNCLASSIFIED	CD276 antigen (CD276)	Anwita Biosciences, Inc	Investigative	Investigative				nar_reference	1	DRG0SYLKC	REFERENCE_CONFIRMED
NAR_DRG0SZERO	Lonigutamab ugodotin	F50085-hz208F2-4-F556311; Lonigutamab ugodotin; W 0101; W-0101; W0101		PRESUMED_STRICT_ADC	PRESUMED_ADC	Insulin-like growth factor 1 receptor (IGF1R)	Pierre Fabre SA,	Phase2	Phase 1/2 (Terminated)	NCT03316638			nar_reference; europe_pmc	2	DRG0SZERO; ADC_SUFFIX_d8e3e1919bd3	MULTISOURCE_CONFIRMED
NAR_DRG0SZKXH	BYON-3521	BYON 3521; BYON-3521; BYON3521		PRESUMED_STRICT_ADC	PRESUMED_ADC	Hepatocyte growth factor receptor (MET)	Syntarga BV; Byondis BV	Phase1	Phase 1	NCT05261269; NCT05323045			nar_reference; clinicaltrials; conference_abstract_corpus	3	DRG0SZKXH; ADC_SUFFIX_d1c2efdf5ba4	MULTISOURCE_CONFIRMED
NAR_DRG0SZXVK	PF-08046032				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06870487			nar_reference	1	DRG0SZXVK	REFERENCE_CONFIRMED
NAR_DRG0TAOLW	LY203725				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0TAOLW	REFERENCE_CONFIRMED
NAR_DRG0TBCEQ	HS-20093	HS 20093; HS-20093; HS20093		PRESUMED_STRICT_ADC	PRESUMED_ADC	CD276 antigen (CD276)	Shanghai Hansoh Biomedical Co. Ltd	Phase3	Phase 3	NCT05276609			nar_reference; europe_pmc	2	DRG0TBCEQ; ADC_SUFFIX_a882f5abe21a	MULTISOURCE_CONFIRMED
NAR_DRG0TCBEP	Hertuzumab vedotin	Hertuzumab-vc-MMAE			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Rongchang Pharmaceuticals Ltd	Investigative	Investigative				nar_reference	1	DRG0TCBEP	REFERENCE_CONFIRMED
NAR_DRG0TCKKR	XMT-2175	XMT2175; XMT 2175			REFERENCE_UNCLASSIFIED	Undisclosed	Mersana Therapeutics, Inc	Investigative	Investigative				nar_reference	1	DRG0TCKKR	REFERENCE_CONFIRMED
NAR_DRG0TDXML	Epratuzumab-SN38				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0TDXML	REFERENCE_CONFIRMED
NAR_DRG0TEQRI	MP-LGS-ADC				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0TEQRI	REFERENCE_CONFIRMED
NAR_DRG0TEQTA	CM-09	CM-09 (Curemeta); CM09; CM 09			REFERENCE_UNCLASSIFIED	Undisclosed	Curemetrix, Inc	Investigative	Investigative				nar_reference	1	DRG0TEQTA	REFERENCE_CONFIRMED
NAR_DRG0TEUSB	ANG-101	ANG101; ANG 101			REFERENCE_UNCLASSIFIED	Undisclosed	Angiex, Inc	Investigative	Investigative				nar_reference	1	DRG0TEUSB	REFERENCE_CONFIRMED
NAR_DRG0TGZKY	AMT-151	AMT 151; AMT-151; AMT151		PRESUMED_STRICT_ADC	PRESUMED_ADC	Folate receptor alpha (FOLR1)	Multitude Therapeutics, Inc	Phase1	Phase 1	NCT05498597			nar_reference; clinicaltrials	2	DRG0TGZKY; ADC_SUFFIX_9d34820ad6d9	MULTISOURCE_CONFIRMED
NAR_DRG0THGAW	Trastuzumab duocarmazine	(vic-)trastuzumab-duocarmazine; Anti-HER2 ADC (Byondis); SYD 985; SYD-985; SYD985; Trastuzumab duocarmazine; Trastuzumab vc-seco-DUBA; Trastuzumab-SYD980; humanized monoclonal antibody conjugated to the pro-drug seco-duocarmycinhydroxyb		PRESUMED_STRICT_ADC	PRESUMED_ADC	Receptor tyrosine-protein kinase erbB-2 (HER2)	Synthon BV; Byondis BV	Phase3	Phase 3	NCT01042379; NCT02277717; NCT03262935; NCT04205630; NCT04235101; NCT04602117; NCT04983238			nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed	5	DRG0THGAW; ADC_CANDIDATE_ADC_SUFFIX_edd132c422d7	MULTISOURCE_CONFIRMED
NAR_DRG0TIZXC	Trastuzumab botidotin	A 166; A-166; A166; KL-A166		PRESUMED_STRICT_ADC	PRESUMED_ADC	Receptor tyrosine-protein kinase erbB-2 (HER2)	Sichuan Kelun Pharmaceutical Co., Ltd; Fudan University; KLUS Pharma, Inc; Levena Biopharma US, Inc	Approved	Approved (FDA): Oct, 2025	NCT03602079; NCT05311397; NCT05346328			nar_reference; conference_abstract_corpus; europe_pmc	3	DRG0TIZXC; ADC_SUFFIX_64561330f168	MULTISOURCE_CONFIRMED
NAR_DRG0TJYIW	ORM-6151	ORM 6151; ORM6151			REFERENCE_UNCLASSIFIED	Myeloid cell surface antigen CD33 (CD33)	Orum Therapeutics, Inc	Phase3	Phase 3				nar_reference	1	DRG0TJYIW	REFERENCE_CONFIRMED
NAR_DRG0TKVCB	Loncastuximab tesirine	ADCT 402; ADCT-402; MT-2111; Anti-CD19-PBD-conjugate-ADC; Immunoglobulin g1-kappa; Lonca; Lonca-T; loncastuximab tesirine-lpyl		STRICT_ADC	STRICT_ADC	B-lymphocyte antigen CD19 (CD19)	ADC Therapeutics SA; BSP Pharmaceuticals SpA; Overland Pharmaceutical (Shanghai) Co., Ltd	Approved	Approved (FDA):Apr, 2021	NCT02669017; NCT02669264; NCT03589469			nar_reference; configs/known_adc_assets.yaml; clinicaltrials	3	DRG0TKVCB; ADC_CANDIDATE_LONCASTUXIMAB_TESIRINE	MULTISOURCE_CONFIRMED
NAR_DRG0TMDEU	AMT-754				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06597721			nar_reference	1	DRG0TMDEU	REFERENCE_CONFIRMED
NAR_DRG0TMDKY	AOC 1044	Antibody-targeted exon-skipping siRNA (Avidity Biosciences); Antibody-targeted exon-skipping siRNA (Avidity Biosciences)			REFERENCE_UNCLASSIFIED	Dystrophin (DMD)	Avidity Biosciences, Inc	Investigative	Investigative				nar_reference	1	DRG0TMDKY	REFERENCE_CONFIRMED
NAR_DRG0TMPMK	PHN-010	PHN 010; PHN-010; PHN010		PRESUMED_STRICT_ADC	PRESUMED_ADC	Undisclosed	Pheon Therapeutics Ltd	Phase1	Phase 1				nar_reference; clinicaltrials	2	DRG0TMPMK; ADC_SUFFIX_d04ce9f51254	MULTISOURCE_CONFIRMED
NAR_DRG0TNQTB	DXC1002			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1				nar_reference; conference_abstract_corpus	2	DRG0TNQTB; ADC_SUFFIX_0e89fbc7397c	MULTISOURCE_CONFIRMED
NAR_DRG0TOMLD	GB7008-01-Val-Cit-MMAE	Anti-CLDN6 antibody drug conjugate (cancer); GB-7008-01 vcMMAE			REFERENCE_UNCLASSIFIED	Claudin-6 (CLDN6)	Shanghai Genechem Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0TOMLD	REFERENCE_CONFIRMED
NAR_DRG0TPQUN	9MW-2821	9MW 2821; 9MW-2821; 9MW2821			REFERENCE_UNCLASSIFIED	Nectin-4 (NECTIN4)	Jiangsu Maiweikang New Drug R & D Co., Ltd; Mabwell (Shanghai) Bioscience Co., Ltd	Phase2	Phase 1/2				nar_reference	1	DRG0TPQUN	REFERENCE_CONFIRMED
NAR_DRG0TSLDF	SHR-A1921	SHR A1921; SHR-A1921; SHRA1921; SHR-1921; SHR 1921; SHR1921		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tumor-associated calcium signal transducer 2 (TROP2)	Suzhou Suncadia Biopharmaceuticals Co., Ltd; Shanghai Hengrui Pharmaceutical Co., Ltd	Phase2	Phase 2	NCT05154604; NCT05594875; NCT05765032			nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc	4	DRG0TSLDF; ADC_SUFFIX_a34b5c20e7ed	MULTISOURCE_CONFIRMED
NAR_DRG0TTTUA	SHR-A2009	SHR A2009; SHR-A2009; SHRA2009		PRESUMED_STRICT_ADC	PRESUMED_ADC	Receptor tyrosine-protein kinase erbB-3 (HER3)	Suzhou Suncadia Biopharmaceuticals Co., Ltd	Phase3	Phase 3	NCT05114759; NCT05394818			nar_reference; clinicaltrials	2	DRG0TTTUA; ADC_SUFFIX_2ffef0e59898	MULTISOURCE_CONFIRMED
NAR_DRG0TUKTY	PRO-1184			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase3	Phase 3				nar_reference; conference_abstract_corpus	2	DRG0TUKTY; ADC_SUFFIX_07ae1c8a58dd	MULTISOURCE_CONFIRMED
NAR_DRG0TWLXC	SBT-6290	SBT 6290; SBT-6290; SBT6290			REFERENCE_UNCLASSIFIED	Nectin-4 (NECTIN4)	Silverback Therapeutics, Inc; ARS Pharmaceuticals, Inc	Phase2	Phase 1/2 (Terminated)				nar_reference	1	DRG0TWLXC	REFERENCE_CONFIRMED
NAR_DRG0TZVTS	SYS6040				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06970795			nar_reference	1	DRG0TZVTS	REFERENCE_CONFIRMED
NAR_DRG0TZZNJ	Mipasetamab uzoptirine	ADCT 601; ADCT-601; ADCT601; BGB 601; BGB-601; BGB601; Mipasetamab uzoptirine		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tyrosine-protein kinase receptor UFO (AXL)	ADC Therapeutics SA; Overland Pharmaceutical (Shanghai) Co., Ltd	Phase1	Phase 1				nar_reference; conference_abstract_corpus; europe_pmc	3	DRG0TZZNJ; ADC_SUFFIX_b37ce60a8b12	MULTISOURCE_CONFIRMED
NAR_DRG0UBSWW	SIM0610				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07348211			nar_reference	1	DRG0UBSWW	REFERENCE_CONFIRMED
NAR_DRG0UCTSX	RG-7600				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0UCTSX	REFERENCE_CONFIRMED
NAR_DRG0UEGSE	33B7-Saporin	Anti-PTGFRN antibody-drug conjugate (A&G Pharmaceutical); Anti-PTGFRN antibody-drug conjugate			REFERENCE_UNCLASSIFIED	Prostaglandin F2 receptor negative regulator (PTGFRN)	A&G Pharmaceutical, Inc	Investigative	Investigative				nar_reference	1	DRG0UEGSE	REFERENCE_CONFIRMED
NAR_DRG0UEVLW	TGW101				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06959706			nar_reference	1	DRG0UEVLW	REFERENCE_CONFIRMED
NAR_DRG0UFAIG	SBE303				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07524348			nar_reference	1	DRG0UFAIG	REFERENCE_CONFIRMED
NAR_DRG0UFZLI	NBE-001	NBE 001; NBE001			REFERENCE_UNCLASSIFIED	Undisclosed	NBE-Therapeutics AG	Investigative	Investigative				nar_reference	1	DRG0UFZLI	REFERENCE_CONFIRMED
NAR_DRG0UGQRX	Enlimomab pegol				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0UGQRX	REFERENCE_CONFIRMED
NAR_DRG0UHEOR	HS-20089	HS 20089; HS-20089; HS20089			REFERENCE_UNCLASSIFIED	V-set domain-containing T-cell activation inhibitor 1 (VTCN1)	Shanghai Hansoh Biomedical Co. Ltd	Phase3	Phase 3	NCT05263479			nar_reference	1	DRG0UHEOR	REFERENCE_CONFIRMED
NAR_DRG0UHUMZ	IBI-354	IBI 354; IBI-354; IBI354		PRESUMED_STRICT_ADC	PRESUMED_ADC	Receptor tyrosine-protein kinase erbB-2 (HER2)	Innovent Biologics (Suzhou) Co. Ltd	Phase3	Phase 3				nar_reference; conference_abstract_corpus	2	DRG0UHUMZ; ADC_SUFFIX_cf01f0355df2	MULTISOURCE_CONFIRMED
NAR_DRG0UHXQK	SYS6041			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1				nar_reference; conference_abstract_corpus	2	DRG0UHXQK; ADC_SUFFIX_49409b133a44	MULTISOURCE_CONFIRMED
NAR_DRG0UIDCY	NJH-395	Immune stimulator antibody conjugate; NJH 395; NJH-395; NJH395			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Novartis Pharma AG	Phase1	Phase 1 (Terminated)	NCT03696771			nar_reference	1	DRG0UIDCY	REFERENCE_CONFIRMED
NAR_DRG0UIZFH	XB3-001	Melanotransferrin-trastuzumab conjugate (biOasis); MTf-TZM; MTfp-TZM; p97-trastuzumab conjugate (T)			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Bioasis Technologies, Inc	Investigative	Investigative				nar_reference	1	DRG0UIZFH	REFERENCE_CONFIRMED
NAR_DRG0UJALJ	MSLN MMAE	MSLNMMAE; MSLN MMAE (Anwita Biosciences); MSLN-MMAE			REFERENCE_UNCLASSIFIED	Mesothelin (MSLN)	Anwita Biosciences, Inc	Investigative	Investigative				nar_reference	1	DRG0UJALJ	REFERENCE_CONFIRMED
NAR_DRG0UJMPA	BA-1302	BA 1302; BA-1302; BA1302			REFERENCE_UNCLASSIFIED	Melanotransferrin (MELTF)	Shandong Boan Biotechnology Co., Ltd; Luye Pharma Group Ltd	Phase1	Phase 1				nar_reference	1	DRG0UJMPA	REFERENCE_CONFIRMED
NAR_DRG0UJUZQ	GQ-1007	GQ 1007; GQ-1007; GQ1007			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	GeneQuantum Healthcare (Suzhou) Co. Ltd; Borui Biomedical Technology (Suzhou) Co., Ltd	Phase1	Phase 1 (Terminated)				nar_reference	1	DRG0UJUZQ	REFERENCE_CONFIRMED
NAR_DRG0ULCEQ	Rovalpituzumab tesirine	P256HB60FF; Rova-T; Rovalpituzumab tesirine; SC-0002; SC0001-SCX; SC0001SCX; SC16LD6.5		PRESUMED_STRICT_ADC	PRESUMED_ADC	Delta-like protein 3 (DLL3)	AbbVie, Inc	Phase3	Phase 3 (Terminated)	NCT02674568; NCT02709889; NCT02819999; NCT03000257; NCT03033511			nar_reference; clinicaltrials; conference_abstract_corpus	3	DRG0ULCEQ; ADC_CANDIDATE_ADC_SUFFIX_f9862657f765	MULTISOURCE_CONFIRMED
NAR_DRG0ULJQN	OBT207	OBT-207; OBT 207			REFERENCE_UNCLASSIFIED	Undisclosed	Oxford BioTherapeutics Ltd	Investigative	Investigative				nar_reference	1	DRG0ULJQN	REFERENCE_CONFIRMED
NAR_DRG0UPZCS	MGC026			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1	NCT06242470			nar_reference; conference_abstract_corpus	2	DRG0UPZCS; ADC_SUFFIX_73cb0a49c92b	MULTISOURCE_CONFIRMED
NAR_DRG0UQTJG	Lifastuzumab vedotin	Anti-NaPi2b ADC; DNIB-0600A; DNIB0600A; LIFA; Lifastuzumab vedotin; NaPi2b-ADC; NaPi3b; RG-7599; RG7599, DNIB-0600A; RO-5541081		PRESUMED_STRICT_ADC	PRESUMED_ADC	Sodium-dependent phosphate transport protein 2B (SLC34A2)	Genentech, Inc; Roche Holding AG; Roche Holding AG	Phase2	Phase 2 (Terminated)	NCT01363947; NCT01911598; NCT01991210; NCT01995188			nar_reference; conference_abstract_corpus	2	DRG0UQTJG; ADC_SUFFIX_bc2ad9c3ea01	MULTISOURCE_CONFIRMED
NAR_DRG0UQXWB	BI-CON-02	BI-CON-02; BI CON 02; BICON02			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	BioIntegrator LLC	Phase1	Phase 1 (Terminated)	NCT03062007			nar_reference	1	DRG0UQXWB	REFERENCE_CONFIRMED
NAR_DRG0USADY	DXC004				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0USADY	REFERENCE_CONFIRMED
NAR_DRG0USIEY	DA-3501				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07481357			nar_reference	1	DRG0USIEY	REFERENCE_CONFIRMED
NAR_DRG0USILO	TAC-001	CD22 targeting TRAAC-Tallac Therapeutics; TAAC-001; TAC 001; TAC-001			REFERENCE_UNCLASSIFIED	B-cell receptor CD22 (CD22)	Tallac Therapeutics, Inc	Phase2	Phase 1/2	NCT05399654			nar_reference	1	DRG0USILO	REFERENCE_CONFIRMED
NAR_DRG0UTRTT	<sup>124</sup>I-scFvD2B				REFERENCE_UNCLASSIFIED			Investigative	Investigative				nar_reference	1	DRG0UTRTT	REFERENCE_CONFIRMED
NAR_DRG0UTYGF	Trastuzumab-deBouganin	Anti-HER2 single-chain Fv dimer-deBouganin ADC (Sesen Bio/AviPep); T-deB			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Viventia Bio, Inc; Avipep Pty Ltd; Sesen Bio, Inc	Investigative	Investigative				nar_reference	1	DRG0UTYGF	REFERENCE_CONFIRMED
NAR_DRG0UUEEH	SC-002	SC 002; SC-002; SC002		PRESUMED_STRICT_ADC	PRESUMED_ADC	Delta-like protein 3 (DLL3)	Stemcentrx, Inc; AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT02500914			nar_reference; europe_pmc	2	DRG0UUEEH; ADC_SUFFIX_425a3fa9fb86	MULTISOURCE_CONFIRMED
NAR_DRG0UUFIR	SYD998	WO2015177360A1_ADC-wt; SYD 998; SYD-998			REFERENCE_UNCLASSIFIED	Glutamate carboxypeptidase 2 (FOLH1)	Byodes Private Ltd	Investigative	Investigative				nar_reference	1	DRG0UUFIR	REFERENCE_CONFIRMED
NAR_DRG0UUOGO	TORL-2-307-ADC	TORL-2-307 ADC; TORL-2-307- ADC; TORL-2-307- ADC, TORL-2-307-MAB; TORL-2-307-ADC; TORL-2-307-MAB			REFERENCE_UNCLASSIFIED	Claudin-18.2 (CLDN18.2)	TORL Biotherapeutics LLC	Phase1	Phase 1	NCT05156866			nar_reference	1	DRG0UUOGO	REFERENCE_CONFIRMED
NAR_DRG0UVYLY	SYS6005				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06958679			nar_reference	1	DRG0UVYLY	REFERENCE_CONFIRMED
NAR_DRG0UWYXJ	ALTA-002	ALTA 002; ALTA-002; Anti-SIRPa antibody conjugated toll-like receptor 9 agonists-ALX Oncology/Tallac Therapeutics; TAC002			REFERENCE_UNCLASSIFIED	Leukocyte surface antigen CD47 (CD47)	ALX Oncology, Inc; Tallac Therapeutics, Inc	Phase1	Phase 1				nar_reference	1	DRG0UWYXJ	REFERENCE_CONFIRMED
NAR_DRG0UYIOG	YL-212	YL212; YL 212			REFERENCE_UNCLASSIFIED	Delta-like protein 3 (DLL3)	Suzhou Medilink Therapeutics Ltd; Zai Lab Ltd	Investigative	Investigative				nar_reference	1	DRG0UYIOG	REFERENCE_CONFIRMED
NAR_DRG0UZQBB	NOV0712-DXd	NOV0712 DXd			REFERENCE_UNCLASSIFIED	Cadherin-6 (CDH6)	Daiichi Sankyo Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0UZQBB	REFERENCE_CONFIRMED
NAR_DRG0VFBIW	AMG-224	AMG 224; AMG-224; AMG22 4; AMG224			REFERENCE_UNCLASSIFIED	Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	Amgen, Inc	Phase1	Phase 1 (Terminated)	NCT02561962			nar_reference	1	DRG0VFBIW	REFERENCE_CONFIRMED
NAR_DRG0VFEIE	BR111			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1	NCT06937957			nar_reference; conference_abstract_corpus	2	DRG0VFEIE; ADC_SUFFIX_bdbee4ce673e	MULTISOURCE_CONFIRMED
NAR_DRG0VFTUI	LY256787				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0VFTUI	REFERENCE_CONFIRMED
NAR_DRG0VGXGH	CD4-BFFI	AntiCD mAb 6314+T561; CD4 BFFI; CD4BFFI			REFERENCE_UNCLASSIFIED	T-cell surface glycoprotein CD4 (CD4)	Roche Holding AG	Investigative	Investigative				nar_reference	1	DRG0VGXGH	REFERENCE_CONFIRMED
